crop,season,N_category,P_category,K_category,water_requirement,root_depth,soil_type,temp_C,rainfall_mm,humidity_pct,ph,temp_range,rainfall_range,humidity_range,ph_range
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Sandy loam,27.5,750.0,67.5,6.25,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Sandy loam,29.375,812.5,71.875,6.438,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Sandy loam,31.25,875.0,76.25,6.625,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Red soil,23.75,625.0,58.75,5.875,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Red soil,25.625,687.5,63.125,6.062,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Red soil,27.5,750.0,67.5,6.25,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Red soil,29.375,812.5,71.875,6.438,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Red soil,31.25,875.0,76.25,6.625,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Well-drained,23.75,625.0,58.75,5.875,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Well-drained,25.625,687.5,63.125,6.062,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Well-drained,27.5,750.0,67.5,6.25,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Well-drained,29.375,812.5,71.875,6.438,27.5,750.0,67.5,6.25
groundnut,Kharif,Medium,Medium,Medium,Medium,Medium,Well-drained,31.25,875.0,76.25,6.625,27.5,750.0,67.5,6.25
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,23.0,625.0,57.5,6.375,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,24.5,687.5,61.25,6.562,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,26.0,750.0,65.0,6.75,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,27.5,812.5,68.75,6.938,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,29.0,875.0,72.5,7.125,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Clay loam,23.0,625.0,57.5,6.375,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Clay loam,24.5,687.5,61.25,6.562,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Clay loam,26.0,750.0,65.0,6.75,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Clay loam,27.5,812.5,68.75,6.938,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Clay loam,29.0,875.0,72.5,7.125,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Black soil,23.0,625.0,57.5,6.375,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Black soil,24.5,687.5,61.25,6.562,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Black soil,26.0,750.0,65.0,6.75,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Black soil,27.5,812.5,68.75,6.938,26.0,750.0,65.0,6.75
soybean,Kharif,Medium,Medium,Medium,Medium,Medium,Black soil,29.0,875.0,72.5,7.125,26.0,750.0,65.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,13.75,400.0,47.5,6.375,17.5,500.0,55.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,15.625,450.0,51.25,6.562,17.5,500.0,55.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,17.5,500.0,55.0,6.75,17.5,500.0,55.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,19.375,550.0,58.75,6.938,17.5,500.0,55.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,21.25,600.0,62.5,7.125,17.5,500.0,55.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Clay loam,13.75,400.0,47.5,6.375,17.5,500.0,55.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Clay loam,15.625,450.0,51.25,6.562,17.5,500.0,55.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Clay loam,17.5,500.0,55.0,6.75,17.5,500.0,55.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Clay loam,19.375,550.0,58.75,6.938,17.5,500.0,55.0,6.75
mustard,Rabi,Medium,Medium,Medium,Low,Medium,Clay loam,21.25,600.0,62.5,7.125,17.5,500.0,55.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,22.5,425.0,40.0,6.375,25.0,550.0,50.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,23.75,487.5,45.0,6.562,25.0,550.0,50.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,26.25,612.5,55.0,6.938,25.0,550.0,50.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,27.5,675.0,60.0,7.125,25.0,550.0,50.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,22.5,425.0,40.0,6.375,25.0,550.0,50.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,23.75,487.5,45.0,6.562,25.0,550.0,50.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,26.25,612.5,55.0,6.938,25.0,550.0,50.0,6.75
sunflower,Rabi,Medium,Medium,Medium,Low,Medium,Loamy,27.5,675.0,60.0,7.125,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,22.5,425.0,40.0,6.375,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,23.75,487.5,45.0,6.562,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,26.25,612.5,55.0,6.938,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,27.5,675.0,60.0,7.125,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Loamy,22.5,425.0,40.0,6.375,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Loamy,23.75,487.5,45.0,6.562,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Loamy,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Loamy,26.25,612.5,55.0,6.938,25.0,550.0,50.0,6.75
sunflower,Kharif,Medium,Medium,Medium,Low,Medium,Loamy,27.5,675.0,60.0,7.125,25.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,27.5,425.0,40.0,6.375,30.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,28.75,487.5,45.0,6.562,30.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,30.0,550.0,50.0,6.75,30.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,31.25,612.5,55.0,6.938,30.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Sandy loam,32.5,675.0,60.0,7.125,30.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Loam,27.5,425.0,40.0,6.375,30.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Loam,28.75,487.5,45.0,6.562,30.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Loam,30.0,550.0,50.0,6.75,30.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Loam,31.25,612.5,55.0,6.938,30.0,550.0,50.0,6.75
sesame,Kharif,Medium,Medium,Medium,Low,Medium,Loam,32.5,675.0,60.0,7.125,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,27.5,425.0,40.0,6.375,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,28.75,487.5,45.0,6.562,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,30.0,550.0,50.0,6.75,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,31.25,612.5,55.0,6.938,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Sandy loam,32.5,675.0,60.0,7.125,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Loam,27.5,425.0,40.0,6.375,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Loam,28.75,487.5,45.0,6.562,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Loam,30.0,550.0,50.0,6.75,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Loam,31.25,612.5,55.0,6.938,30.0,550.0,50.0,6.75
sesame,Rabi,Medium,Medium,Medium,Low,Medium,Loam,32.5,675.0,60.0,7.125,30.0,550.0,50.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Deep loam,23.0,1250.0,67.5,6.375,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Deep loam,24.5,1375.0,71.25,6.562,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Deep loam,26.0,1500.0,75.0,6.75,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Deep loam,27.5,1625.0,78.75,6.938,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Deep loam,29.0,1750.0,82.5,7.125,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Alluvial,23.0,1250.0,67.5,6.375,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Alluvial,24.5,1375.0,71.25,6.562,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Alluvial,26.0,1500.0,75.0,6.75,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Alluvial,27.5,1625.0,78.75,6.938,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Alluvial,29.0,1750.0,82.5,7.125,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Black soil,23.0,1250.0,67.5,6.375,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Black soil,24.5,1375.0,71.25,6.562,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Black soil,26.0,1500.0,75.0,6.75,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Black soil,27.5,1625.0,78.75,6.938,26.0,1500.0,75.0,6.75
sugarcane,Kharif,Medium,Medium,Medium,High,Deep,Black soil,29.0,1750.0,82.5,7.125,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Deep loam,23.0,1250.0,67.5,6.375,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Deep loam,24.5,1375.0,71.25,6.562,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Deep loam,26.0,1500.0,75.0,6.75,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Deep loam,27.5,1625.0,78.75,6.938,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Deep loam,29.0,1750.0,82.5,7.125,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Alluvial,23.0,1250.0,67.5,6.375,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Alluvial,24.5,1375.0,71.25,6.562,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Alluvial,26.0,1500.0,75.0,6.75,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Alluvial,27.5,1625.0,78.75,6.938,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Alluvial,29.0,1750.0,82.5,7.125,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Black soil,23.0,1250.0,67.5,6.375,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Black soil,24.5,1375.0,71.25,6.562,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Black soil,26.0,1500.0,75.0,6.75,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Black soil,27.5,1625.0,78.75,6.938,26.0,1500.0,75.0,6.75
sugarcane,Rabi,Medium,Medium,Medium,High,Deep,Black soil,29.0,1750.0,82.5,7.125,26.0,1500.0,75.0,6.75
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Black cotton soil,23.75,675.0,50.0,6.0,27.5,850.0,60.0,6.5
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Black cotton soil,25.625,762.5,55.0,6.25,27.5,850.0,60.0,6.5
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Black cotton soil,27.5,850.0,60.0,6.5,27.5,850.0,60.0,6.5
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Black cotton soil,29.375,937.5,65.0,6.75,27.5,850.0,60.0,6.5
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Black cotton soil,31.25,1025.0,70.0,7.0,27.5,850.0,60.0,6.5
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,23.75,675.0,50.0,6.0,27.5,850.0,60.0,6.5
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,25.625,762.5,55.0,6.25,27.5,850.0,60.0,6.5
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,27.5,850.0,60.0,6.5,27.5,850.0,60.0,6.5
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,29.375,937.5,65.0,6.75,27.5,850.0,60.0,6.5
cotton,Kharif,Medium,Medium,Medium,Medium,Medium,Loamy,31.25,1025.0,70.0,7.0,27.5,850.0,60.0,6.5
jute,Kharif,Medium,Medium,Medium,High,Medium,Alluvial,23.75,1750.0,75.0,5.825,27.5,2000.0,80.0,6.15
jute,Kharif,Medium,Medium,Medium,High,Medium,Alluvial,25.625,1875.0,77.5,5.988,27.5,2000.0,80.0,6.15
jute,Kharif,Medium,Medium,Medium,High,Medium,Alluvial,27.5,2000.0,80.0,6.15,27.5,2000.0,80.0,6.15
jute,Kharif,Medium,Medium,Medium,High,Medium,Alluvial,29.375,2125.0,82.5,6.312,27.5,2000.0,80.0,6.15
jute,Kharif,Medium,Medium,Medium,High,Medium,Alluvial,31.25,2250.0,85.0,6.475,27.5,2000.0,80.0,6.15
jute,Kharif,Medium,Medium,Medium,High,Medium,Clay loam,23.75,1750.0,75.0,5.825,27.5,2000.0,80.0,6.15
jute,Kharif,Medium,Medium,Medium,High,Medium,Clay loam,25.625,1875.0,77.5,5.988,27.5,2000.0,80.0,6.15
jute,Kharif,Medium,Medium,Medium,High,Medium,Clay loam,27.5,2000.0,80.0,6.15,27.5,2000.0,80.0,6.15
jute,Kharif,Medium,Medium,Medium,High,Medium,Clay loam,29.375,2125.0,82.5,6.312,27.5,2000.0,80.0,6.15
jute,Kharif,Medium,Medium,Medium,High,Medium,Clay loam,31.25,2250.0,85.0,6.475,27.5,2000.0,80.0,6.15
coffee,Year-round,Medium,Medium,Medium,High,Deep,Loamy,18.75,1525.0,67.5,5.375,22.5,1850.0,75.0,5.75
coffee,Year-round,Medium,Medium,Medium,High,Deep,Loamy,20.625,1687.5,71.25,5.562,22.5,1850.0,75.0,5.75
coffee,Year-round,Medium,Medium,Medium,High,Deep,Loamy,22.5,1850.0,75.0,5.75,22.5,1850.0,75.0,5.75
coffee,Year-round,Medium,Medium,Medium,High,Deep,Loamy,24.375,2012.5,78.75,5.938,22.5,1850.0,75.0,5.75
coffee,Year-round,Medium,Medium,Medium,High,Deep,Loamy,26.25,2175.0,82.5,6.125,22.5,1850.0,75.0,5.75
coffee,Year-round,Medium,Medium,Medium,High,Deep,Lateritic,18.75,1525.0,67.5,5.375,22.5,1850.0,75.0,5.75
coffee,Year-round,Medium,Medium,Medium,High,Deep,Lateritic,20.625,1687.5,71.25,5.562,22.5,1850.0,75.0,5.75
coffee,Year-round,Medium,Medium,Medium,High,Deep,Lateritic,22.5,1850.0,75.0,5.75,22.5,1850.0,75.0,5.75
coffee,Year-round,Medium,Medium,Medium,High,Deep,Lateritic,24.375,2012.5,78.75,5.938,22.5,1850.0,75.0,5.75
coffee,Year-round,Medium,Medium,Medium,High,Deep,Lateritic,26.25,2175.0,82.5,6.125,22.5,1850.0,75.0,5.75
banana,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,23.75,1375.0,75.0,5.875,27.5,1750.0,80.0,6.25
banana,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,25.625,1562.5,77.5,6.062,27.5,1750.0,80.0,6.25
banana,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,27.5,1750.0,80.0,6.25,27.5,1750.0,80.0,6.25
banana,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,29.375,1937.5,82.5,6.438,27.5,1750.0,80.0,6.25
banana,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,31.25,2125.0,85.0,6.625,27.5,1750.0,80.0,6.25
banana,Year-round,Medium,Medium,Medium,High,Deep,Loamy,23.75,1375.0,75.0,5.875,27.5,1750.0,80.0,6.25
banana,Year-round,Medium,Medium,Medium,High,Deep,Loamy,25.625,1562.5,77.5,6.062,27.5,1750.0,80.0,6.25
banana,Year-round,Medium,Medium,Medium,High,Deep,Loamy,27.5,1750.0,80.0,6.25,27.5,1750.0,80.0,6.25
banana,Year-round,Medium,Medium,Medium,High,Deep,Loamy,29.375,1937.5,82.5,6.438,27.5,1750.0,80.0,6.25
banana,Year-round,Medium,Medium,Medium,High,Deep,Loamy,31.25,2125.0,85.0,6.625,27.5,1750.0,80.0,6.25
mango,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,26.75,1062.5,58.75,6.0,29.5,1375.0,67.5,6.5
mango,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,28.125,1218.75,63.125,6.25,29.5,1375.0,67.5,6.5
mango,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,29.5,1375.0,67.5,6.5,29.5,1375.0,67.5,6.5
mango,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,30.875,1531.25,71.875,6.75,29.5,1375.0,67.5,6.5
mango,Year-round,Medium,Medium,Medium,High,Deep,Alluvial,32.25,1687.5,76.25,7.0,29.5,1375.0,67.5,6.5
mango,Year-round,Medium,Medium,Medium,High,Deep,Loamy,26.75,1062.5,58.75,6.0,29.5,1375.0,67.5,6.5
mango,Year-round,Medium,Medium,Medium,High,Deep,Loamy,28.125,1218.75,63.125,6.25,29.5,1375.0,67.5,6.5
mango,Year-round,Medium,Medium,Medium,High,Deep,Loamy,29.5,1375.0,67.5,6.5,29.5,1375.0,67.5,6.5
mango,Year-round,Medium,Medium,Medium,High,Deep,Loamy,30.875,1531.25,71.875,6.75,29.5,1375.0,67.5,6.5
mango,Year-round,Medium,Medium,Medium,High,Deep,Loamy,32.25,1687.5,76.25,7.0,29.5,1375.0,67.5,6.5
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Deep loamy,20.0,425.0,40.0,6.375,25.0,550.0,50.0,6.75
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Deep loamy,22.5,487.5,45.0,6.562,25.0,550.0,50.0,6.75
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Deep loamy,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Deep loamy,27.5,612.5,55.0,6.938,25.0,550.0,50.0,6.75
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Deep loamy,30.0,675.0,60.0,7.125,25.0,550.0,50.0,6.75
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Sandy loam,20.0,425.0,40.0,6.375,25.0,550.0,50.0,6.75
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Sandy loam,22.5,487.5,45.0,6.562,25.0,550.0,50.0,6.75
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Sandy loam,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Sandy loam,27.5,612.5,55.0,6.938,25.0,550.0,50.0,6.75
pomegranate,Rabi,Medium,Medium,Medium,Low,Deep,Sandy loam,30.0,675.0,60.0,7.125,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Deep loamy,20.0,425.0,40.0,6.375,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Deep loamy,22.5,487.5,45.0,6.562,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Deep loamy,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Deep loamy,27.5,612.5,55.0,6.938,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Deep loamy,30.0,675.0,60.0,7.125,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,20.0,425.0,40.0,6.375,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,22.5,487.5,45.0,6.562,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,27.5,612.5,55.0,6.938,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,30.0,675.0,60.0,7.125,25.0,550.0,50.0,6.75
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,23.75,1250.0,67.5,5.875,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,25.625,1375.0,71.25,6.062,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,27.5,1500.0,75.0,6.25,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,29.375,1625.0,78.75,6.438,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,31.25,1750.0,82.5,6.625,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,23.75,1250.0,67.5,5.875,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,25.625,1375.0,71.25,6.062,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,27.5,1500.0,75.0,6.25,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,29.375,1625.0,78.75,6.438,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,31.25,1750.0,82.5,6.625,27.5,1500.0,75.0,6.25
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,13.75,425.0,66.25,5.375,17.5,550.0,72.5,5.75
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,15.625,487.5,69.375,5.562,17.5,550.0,72.5,5.75
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,17.5,550.0,72.5,5.75,17.5,550.0,72.5,5.75
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,19.375,612.5,75.625,5.938,17.5,550.0,72.5,5.75
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,21.25,675.0,78.75,6.125,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,13.75,425.0,66.25,5.375,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,15.625,487.5,69.375,5.562,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,17.5,550.0,72.5,5.75,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,19.375,612.5,75.625,5.938,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,21.25,675.0,78.75,6.125,17.5,550.0,72.5,5.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,15.0,425.0,57.5,6.375,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,17.5,487.5,61.25,6.562,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,20.0,550.0,65.0,6.75,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,22.5,612.5,68.75,6.938,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,25.0,675.0,72.5,7.125,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Sandy loam,15.0,425.0,57.5,6.375,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Sandy loam,17.5,487.5,61.25,6.562,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Sandy loam,20.0,550.0,65.0,6.75,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Sandy loam,22.5,612.5,68.75,6.938,20.0,550.0,65.0,6.75
